name,weight,percentage
병혜,1,3.95652E-07
병화,1,3.95652E-07
병희,6,2.37391E-06
보,6,2.37391E-06
보가,1,3.95652E-07
보감,1,3.95652E-07
보강,3,1.18695E-06
보건,2,7.91303E-07
보검,4,1.58261E-06
보견,13,5.14347E-06
보결,48,1.89913E-05
보겸,232,9.17912E-05
보경,3563,0.001409707
보고,2,7.91303E-07
보공,1,3.95652E-07
보과,2,7.91303E-07
보광,1,3.95652E-07
보교,5,1.97826E-06
보궁,1,3.95652E-07
보권,1,3.95652E-07
보규,6,2.37391E-06
보균,1,3.95652E-07
보근,7,2.76956E-06
보금,84,3.32347E-05
보긍,1,3.95652E-07
보나,362,0.000143226
보나평화,1,3.95652E-07
보남,2,7.91303E-07
보내화,1,3.95652E-07
보녕,2,7.91303E-07
보늬,73,2.88826E-05
보니,18,7.12173E-06
보니비어트릭스반들라,1,3.95652E-07
보니타전,1,3.95652E-07
보다,3,1.18695E-06
보다나,2,7.91303E-07
보단,3,1.18695E-06
보담,142,5.61825E-05
보답,1,3.95652E-07
보덕,1,3.95652E-07
보들,1,3.95652E-07
보듬,8,3.16521E-06
보라,698,0.000276165
보라나,4,1.58261E-06
보라리자,1,3.95652E-07
보라미,4,1.58261E-06
보란,19,7.51738E-06
보람,734,0.000290408
보람이,2,7.91303E-07
보랑,2,7.91303E-07
보래,3,1.18695E-06
보량,3,1.18695E-06
보련,18,7.12173E-06
보렬,1,3.95652E-07
보령,85,3.36304E-05
보륜,2,7.91303E-07
보르미,5,1.97826E-06
보름,179,7.08216E-05
보름달,1,3.95652E-07
보릉,1,3.95652E-07
보리,225,8.90216E-05
보리강,1,3.95652E-07
보리수,1,3.95652E-07
보린,27,1.06826E-05
보림,173,6.84477E-05
보마,3,1.18695E-06
보마리,1,3.95652E-07
보명,48,1.89913E-05
보몽,3,1.18695E-06
보문,4,1.58261E-06
보미,3051,0.001207133
보미김,1,3.95652E-07
보미나,4,1.58261E-06
보미알렉시스,1,3.95652E-07
보민,6040,0.002389736
보민주,1,3.95652E-07
보밀,1,3.95652E-07
보반,1,3.95652E-07
보배,450,0.000178043
보배애린,1,3.95652E-07
보별,6,2.37391E-06
보비,15,5.93477E-06
보빈,678,0.000268252
보서,32,1.26609E-05
보석,6,2.37391E-06
보선,55,2.17608E-05
보설,3,1.18695E-06
보섬,2,7.91303E-07
보성,26,1.02869E-05
보솔,20,7.91303E-06
보솜,1,3.95652E-07
보송,47,1.85956E-05
보수,1,3.95652E-07
보순,1,3.95652E-07
보슬,29,1.14739E-05
보승,31,1.22652E-05
보실,2,7.91303E-07
보아,461,0.000182395
보아셀레스트,1,3.95652E-07
보아스,1,3.95652E-07
보아크리스틴,1,3.95652E-07
보악,1,3.95652E-07
보앙,1,3.95652E-07
보애,11,4.35217E-06
보야향,1,3.95652E-07
보언,9,3.56086E-06
보에,1,3.95652E-07
보엘,4,1.58261E-06
보연,607,0.000240161
보영,1545,0.000611282
보예,134,5.30173E-05
보옥,1,3.95652E-07
보옴,1,3.95652E-07
보용,3,1.18695E-06
보우,19,7.51738E-06
보운,15,5.93477E-06
보울,3,1.18695E-06
보원,70,2.76956E-05
보위,2,7.91303E-07
보유,4,1.58261E-06
보윤,765,0.000302673
보율,60,2.37391E-05
보은,584,0.000231061
보은라나,1,3.95652E-07
보을,5,1.97826E-06
보음,7,2.76956E-06
보의,2,7.91303E-07
보이,11,4.35217E-06
보이드아제이,1,3.95652E-07
보인,53,2.09695E-05
보임,5,1.97826E-06
보자,2,7.91303E-07
보정,87,3.44217E-05
보준,1,3.95652E-07
보진,1,3.95652E-07
보천,1,3.95652E-07
보필,2,7.91303E-07
보하,53,2.09695E-05
보한,2,7.91303E-07
보해,13,5.14347E-06
보향,7,2.76956E-06
보헌,3,1.18695E-06
보현,1001,0.000396047
보형,14,5.53912E-06
보혜,101,3.99608E-05
보혜람,1,3.95652E-07
보혜미향,1,3.95652E-07
보화,59,2.33434E-05
보회,1,3.95652E-07
보훈,1,3.95652E-07
보휘,4,1.58261E-06
보흠,2,7.91303E-07
보희,119,4.70825E-05
복,2,7.91303E-07
복강,1,3.95652E-07
복경,1,3.95652E-07
복기,2,7.91303E-07
복남,3,1.18695E-06
복녀,1,3.95652E-07
복년,1,3.95652E-07
복녕,1,3.95652E-07
복대,1,3.95652E-07
복덩이,1,3.95652E-07
복동,1,3.95652E-07
복둥,1,3.95652E-07
복련,2,7.91303E-07
복례,1,3.95652E-07
복리,1,3.95652E-07
복림,1,3.95652E-07
복몽미,1,3.95652E-07
복미,15,5.93477E-06
복비,1,3.95652E-07
복선,7,2.76956E-06
복성,1,3.95652E-07
복손,1,3.95652E-07
복숙,2,7.91303E-07
복순,13,5.14347E-06
복실,2,7.91303E-07
복연,2,7.91303E-07
복영,3,1.18695E-06
복음,14,5.53912E-06
복이,2,7.91303E-07
복임,2,7.91303E-07
복자,2,7.91303E-07
복조,1,3.95652E-07
복주,2,7.91303E-07
복중,1,3.95652E-07
복진,2,7.91303E-07
복현,2,7.91303E-07
복화,1,3.95652E-07
복희,10,3.95652E-06
본,64,2.53217E-05
본경,7,2.76956E-06
본낭,1,3.95652E-07
본라,1,3.95652E-07
본령,1,3.95652E-07
본미,2,7.91303E-07
본민,4,1.58261E-06
본분,1,3.95652E-07
본비,6,2.37391E-06
본서,3,1.18695E-06
본설,1,3.95652E-07
본솔,1,3.95652E-07
본슬,3,1.18695E-06
본실,1,3.95652E-07
본아,51,2.01782E-05
본아린,1,3.95652E-07
본애,1,3.95652E-07
본영,11,4.35217E-06
본예,1,3.95652E-07
본우,3,1.18695E-06
본유,5,1.97826E-06
본윤,1,3.95652E-07
본율,3,1.18695E-06
본은,3,1.18695E-06
본이,15,5.93477E-06
본정,2,7.91303E-07
본조,1,3.95652E-07
본주,3,1.18695E-06
본지,1,3.95652E-07
본진,2,7.91303E-07
본채,2,7.91303E-07
본하,13,5.14347E-06
본향,2,7.91303E-07
본혜,1,3.95652E-07
본홍,1,3.95652E-07
본화,4,1.58261E-06
본후,1,3.95652E-07
본휘,1,3.95652E-07
본희,23,9.09999E-06
볼매,1,3.95652E-07
볼설,1,3.95652E-07
봄,4358,0.00172425
봄가람,1,3.95652E-07
봄결,9,3.56086E-06
봄고운,1,3.95652E-07
봄나,7,2.76956E-06
봄나라,3,1.18695E-06
봄나래,1,3.95652E-07
봄날에,1,3.95652E-07
봄누리,3,1.18695E-06
봄다운,1,3.95652E-07
봄들,3,1.18695E-06
봄별,9,3.56086E-06
봄별이,1,3.95652E-07
봄볕,1,3.95652E-07
봄보리,1,3.95652E-07
봄봄,4,1.58261E-06
봄비,21,8.30868E-06
봄빛,12,4.74782E-06
봄사랑,2,7.91303E-07
봄샘,2,7.91303E-07
봄서,1,3.95652E-07
봄설,2,7.91303E-07
봄소리,4,1.58261E-06
봄솔,7,2.76956E-06
봄쌔라,1,3.95652E-07
봄아,9,3.56086E-06
봄아이린,1,3.95652E-07
봄애,1,3.95652E-07
봄에,2,7.91303E-07
봄에비,1,3.95652E-07
봄울,6,2.37391E-06
봄은,1,3.95652E-07
봄을,1,3.95652E-07
봄의,1,3.95652E-07
봄이,321,0.000127004
봄정원,1,3.95652E-07
봄한울,1,3.95652E-07
봄해,12,4.74782E-06
봄햇살,2,7.91303E-07
봄향기,2,7.91303E-07
봄희,37,1.46391E-05
봉,6,2.37391E-06
봉남,1,3.95652E-07
봉녀,1,3.95652E-07
봉래,1,3.95652E-07
봉련,1,3.95652E-07
봉림,1,3.95652E-07
봉명,1,3.95652E-07
봉민서,1,3.95652E-07
봉선,5,1.97826E-06
봉설,1,3.95652E-07
봉수,1,3.95652E-07
봉숙,1,3.95652E-07
봉순,2,7.91303E-07
봉아,1,3.95652E-07
봉안,1,3.95652E-07
봉애,1,3.95652E-07
봉연,1,3.95652E-07
봉영,1,3.95652E-07
봉예,2,7.91303E-07
봉옥,1,3.95652E-07
봉위,1,3.95652E-07
봉은,4,1.58261E-06
봉은율,1,3.95652E-07
봉이,3,1.18695E-06
봉자,2,7.91303E-07
봉점,1,3.95652E-07
봉춘,1,3.95652E-07
봉하,1,3.95652E-07
봉향,2,7.91303E-07
봉호,1,3.95652E-07
봉화,3,1.18695E-06
봉희,4,1.58261E-06
뵈닝,1,3.95652E-07
뵈뵈,1,3.95652E-07
부,1,3.95652E-07
부가,1,3.95652E-07
부갑,1,3.95652E-07
부강,3,1.18695E-06
부겸,6,2.37391E-06
부경,195,7.71521E-05
부교,1,3.95652E-07
부궁,1,3.95652E-07
부귀,1,3.95652E-07
부금,2,7.91303E-07
부길,1,3.95652E-07
부덕,1,3.95652E-07
부래음,1,3.95652E-07
부루나,1,3.95652E-07
부름,1,3.95652E-07
부림,2,7.91303E-07
부미,19,7.51738E-06
부미강,1,3.95652E-07
부미나,1,3.95652E-07
부미대,1,3.95652E-07
부미자,1,3.95652E-07
부미지,1,3.95652E-07
부민,37,1.46391E-05
부민옥,1,3.95652E-07
부빈,6,2.37391E-06
부사강,1,3.95652E-07
부사자,2,7.91303E-07
부선,7,2.76956E-06
부성,6,2.37391E-06
부솔,3,1.18695E-06
부송,2,7.91303E-07
부순,1,3.95652E-07
부승,2,7.91303E-07
부신,1,3.95652E-07
부아,1,3.95652E-07
부연,12,4.74782E-06
부영,34,1.34522E-05
부예설,1,3.95652E-07
부용,14,5.53912E-06
부원,2,7.91303E-07
부유,4,1.58261E-06
부윤,5,1.97826E-06
부은,2,7.91303E-07
부이,1,3.95652E-07
부이하미,1,3.95652E-07
부자,6,2.37391E-06
부자산,1,3.95652E-07
부진,14,5.53912E-06
부티나,1,3.95652E-07
부행,1,3.95652E-07
부향,1,3.95652E-07
부현,18,7.12173E-06
부혜,2,7.91303E-07
부화,1,3.95652E-07
부효,1,3.95652E-07
부훤,1,3.95652E-07
부희,6,2.37391E-06
분,2,7.91303E-07
분란,1,3.95652E-07
분순,2,7.91303E-07
분아,1,3.95652E-07
분영,2,7.91303E-07
분옥,3,1.18695E-06
분지,1,3.95652E-07
분차,1,3.95652E-07
분홍,10,3.95652E-06
분희,1,3.95652E-07
붉은노을,1,3.95652E-07
붕가,3,1.18695E-06
붕미,6,2.37391E-06
붕선,1,3.95652E-07
붕아,1,3.95652E-07
붕여,1,3.95652E-07
붕자,2,7.91303E-07
붕향,2,7.91303E-07
붕화,4,1.58261E-06
뷰티에이,1,3.95652E-07
브,1,3.95652E-07
브니야,1,3.95652E-07
브니엘,6,2.37391E-06
브랜다,1,3.95652E-07
브랜든석용,1,3.95652E-07
브러스키,1,3.95652E-07
브레아스텔라,1,3.95652E-07
브레이스캇,1,3.95652E-07
브렌다,2,7.91303E-07
브렌다주리,1,3.95652E-07
브렌스사노이,1,3.95652E-07
브렌지지은,1,3.95652E-07
브록웨이앨리스,1,3.95652E-07
브론웬,1,3.95652E-07
브론티조지아,1,3.95652E-07
브루니힐드,1,3.95652E-07
브루클린조이,1,3.95652E-07
브룩김,1,3.95652E-07
브룩시원,1,3.95652E-07
브룩엘레너,1,3.95652E-07
브리기드모리아,1,3.95652E-07
브리사,1,3.95652E-07
브리스길라,1,3.95652E-07
브리아나,5,1.97826E-06
브리아나민지,1,3.95652E-07
브리아나빈,1,3.95652E-07
브리아나앤,1,3.95652E-07
브리아나진,1,3.95652E-07
브리아나페이,1,3.95652E-07
브리아애린,1,3.95652E-07
브리안,1,3.95652E-07
브리애나,1,3.95652E-07
브리애나메리,1,3.95652E-07
브리애나윤,1,3.95652E-07
브리애나이반젤린,1,3.95652E-07
브리애나킴벌리,1,3.95652E-07
브리에나,1,3.95652E-07
브리엔,1,3.95652E-07
브리엘,2,7.91303E-07
브리엘라소은,1,3.95652E-07
브리엘하연,1,3.95652E-07
브리즈,1,3.95652E-07
브리짓,1,3.95652E-07
브리짓가데라,1,3.95652E-07
브리짓엘란,1,3.95652E-07
브리짓유민,1,3.95652E-07
브린,2,7.91303E-07
브린수아,1,3.95652E-07
브린조,1,3.95652E-07
브릿니,1,3.95652E-07
브릿엘바젠,1,3.95652E-07
브엘,1,3.95652E-07
블래어해솔,1,3.95652E-07
블레시나혜,1,3.95652E-07
블레어,1,3.95652E-07
블레어미르,1,3.95652E-07
블레어빛나,1,3.95652E-07
블레어새봄,1,3.95652E-07
블루베리나래,1,3.95652E-07
블루홍,1,3.95652E-07
블리스,1,3.95652E-07
블리스소희,1,3.95652E-07
비,265,0.000104848
비가,1,3.95652E-07
비가나,12,4.74782E-06
비간,1,3.95652E-07
비강,1,3.95652E-07
비건,1,3.95652E-07
비견,4,1.58261E-06
비결,3,1.18695E-06
비겸,3,1.18695E-06
비경,20,7.91303E-06
비경릴리,1,3.95652E-07
비금,2,7.91303E-07
비기,1,3.95652E-07
비나,23,9.09999E-06
비나내,1,3.95652E-07
비나리,1,3.95652E-07
비너스,1,3.95652E-07
비니,1,3.95652E-07
비다,1,3.95652E-07
비단,23,9.09999E-06
비담,15,5.93477E-06
비란,2,7.91303E-07
비람,2,7.91303E-07
비랑,4,1.58261E-06
비로운,1,3.95652E-07
비르히니아,1,3.95652E-07
비리,2,7.91303E-07
비말리,1,3.95652E-07
비무,1,3.95652E-07
비미,1,3.95652E-07
비미자,1,3.95652E-07
비바체아름,1,3.95652E-07
비베카라해,1,3.95652E-07
비비,7,2.76956E-06
비비가마네시,1,3.95652E-07
비비아나,12,4.74782E-06
비비아나예빈,1,3.95652E-07
비비아나유리,1,3.95652E-07
비비아나윤채,1,3.95652E-07
비비아나코코,1,3.95652E-07
비비안,30,1.18695E-05
비비안나,3,1.18695E-06
비비안나엔,1,3.95652E-07
비비안리,1,3.95652E-07
비비안미쉘,1,3.95652E-07
비비안미우,1,3.95652E-07
비비안보미,1,3.95652E-07
비비안보영,1,3.95652E-07
비비안세게서,1,3.95652E-07
비비안소미,1,3.95652E-07
비비안소은,1,3.95652E-07
비비안승인,1,3.95652E-07
비비안아이린,1,3.95652E-07
비비안에린,1,3.95652E-07
비비안연아,1,3.95652E-07
비비안예나,1,3.95652E-07
비비안유아,1,3.95652E-07
비비안조,1,3.95652E-07
비비안지민,1,3.95652E-07
비비안지셀,1,3.95652E-07
비비안지우,1,3.95652E-07
비비안지윤,1,3.95652E-07
비비안현아,1,3.95652E-07
비비안혜나,1,3.95652E-07
비비앤,3,1.18695E-06
비비앤루나,1,3.95652E-07
비비에나유나,1,3.95652E-07
비비엔,3,1.18695E-06
비비엔리,1,3.95652E-07
비비엔민아,1,3.95652E-07
비빈,2,7.91303E-07
비사,1,3.95652E-07
비상,1,3.95652E-07
비선,8,3.16521E-06
비설,2,7.91303E-07
비성,3,1.18695E-06
비세,1,3.95652E-07
비소,1,3.95652E-07
비손,6,2.37391E-06
비솔,14,5.53912E-06
비송,41,1.62217E-05
비숙,1,3.95652E-07
비슬,4,1.58261E-06
비승,1,3.95652E-07
비심리,1,3.95652E-07
비아,182,7.20086E-05
비아나,1,3.95652E-07
비아뜨리즈,1,3.95652E-07
비아로즈,1,3.95652E-07
비아타기질라복님장,1,3.95652E-07
비아트리스,1,3.95652E-07
비안,45,1.78043E-05
비안까,1,3.95652E-07
비앙,2,7.91303E-07
비앙카,6,2.37391E-06
비앙카팩,1,3.95652E-07
비앙카효리,1,3.95652E-07
비야,37,1.46391E-05
비양,1,3.95652E-07
비에나,1,3.95652E-07
비에트리스가온,1,3.95652E-07
비연,7,2.76956E-06
비영,2,7.91303E-07
비오렛뜨,1,3.95652E-07
비옥,1,3.95652E-07
비온,6,2.37391E-06
비올,1,3.95652E-07
비올라,2,7.91303E-07
비올라하나,1,3.95652E-07
비올레따,1,3.95652E-07
비욜,1,3.95652E-07
비우,1,3.95652E-07
비우향,1,3.95652E-07
비욱,1,3.95652E-07
비원,4,1.58261E-06
비월,1,3.95652E-07
비윤,1,3.95652E-07
비은,7,2.76956E-06
비이,1,3.95652E-07
비인,4,1.58261E-06
비재,1,3.95652E-07
비전,1,3.95652E-07
비제,1,3.95652E-07
비조,2,7.91303E-07
비주,256,0.000101287
비주안,5,1.97826E-06
비준,1,3.95652E-07
비쥬,4,1.58261E-06
비진,7,2.76956E-06
비채,30,1.18695E-05
비첼,1,3.95652E-07
비초,1,3.95652E-07
비취,15,5.93477E-06
비츄리스,1,3.95652E-07
비치,16,6.33043E-06
비치나,1,3.95652E-07
비치아,1,3.95652E-07
비키,1,3.95652E-07
비타,2,7.91303E-07
비토리아,2,7.91303E-07
비토리아킴,1,3.95652E-07
비톨리나메사,1,3.95652E-07
비파,3,1.18695E-06
비파사,1,3.95652E-07
비하,1,3.95652E-07
비하시,1,3.95652E-07
비한,5,1.97826E-06
비해,1,3.95652E-07
비현,5,1.97826E-06
비호,1,3.95652E-07
비화,1,3.95652E-07
비화자,1,3.95652E-07
비효,1,3.95652E-07
비희,3,1.18695E-06
빅또리아,1,3.95652E-07
빅토리아,53,2.09695E-05
빅토리아김,1,3.95652E-07
빅토리아나,1,3.95652E-07
빅토리아다은,1,3.95652E-07
빅토리아러셀,1,3.95652E-07
빅토리아로렌,1,3.95652E-07
빅토리아리,1,3.95652E-07
빅토리아메이,1,3.95652E-07
빅토리아민주,1,3.95652E-07
빅토리아별,1,3.95652E-07
빅토리아수인,1,3.95652E-07
빅토리아아라,1,3.95652E-07
빅토리아앤,1,3.95652E-07
빅토리아여은,1,3.95652E-07
빅토리아영,1,3.95652E-07
빅토리아예린,1,3.95652E-07
빅토리아우엔,1,3.95652E-07
빅토리아위나코,1,3.95652E-07
빅토리아유나,1,3.95652E-07
빅토리아이,1,3.95652E-07
빅토리아정원,1,3.95652E-07
빅토리아조이스,1,3.95652E-07
빅토리아지혜,1,3.95652E-07
빅토리아채아,1,3.95652E-07
빅토리아카산드라,1,3.95652E-07
빅토리아케롤라인,1,3.95652E-07
빅토리아클로이리,1,3.95652E-07
빅토리아킴,1,3.95652E-07
빅토리아페트리샤윤,1,3.95652E-07
빅토리아하나,1,3.95652E-07
빅토리아하은,1,3.95652E-07
빅토리아한나,1,3.95652E-07
빅토리아혜원,1,3.95652E-07
빅토리아효은,1,3.95652E-07
빅토리야,1,3.95652E-07
빅투아르승아마리,1,3.95652E-07
빈,334,0.000132148
빈경,3,1.18695E-06
빈나,50,1.97826E-05
빈내,1,3.95652E-07
빈빈,1,3.95652E-07
빈서,5,1.97826E-06
빈선,1,3.95652E-07
빈센트주노,1,3.95652E-07
빈솔,1,3.95652E-07
빈수,1,3.95652E-07
빈슬,1,3.95652E-07
빈아,19,7.51738E-06
빈아만다,1,3.95652E-07
빈안,1,3.95652E-07
빈영,2,7.91303E-07
빈우,9,3.56086E-06
빈웨이,1,3.95652E-07
빈율,1,3.95652E-07
빈이,1,3.95652E-07
빈주,7,2.76956E-06
빈지,4,1.58261E-06
빈카,1,3.95652E-07
빈하,4,1.58261E-06
빈희,15,5.93477E-06
빌라마,1,3.95652E-07
빌레가스,1,3.95652E-07
빌마나린,1,3.95652E-07
빌헬미네,1,3.95652E-07
빙,2,7.91303E-07
빙무,1,3.95652E-07
빙빙,1,3.95652E-07
빛,67,2.65087E-05
빛가람,8,3.16521E-06
빛가온,4,1.58261E-06
빛가은,1,3.95652E-07
빛가을,4,1.58261E-06
빛결,1,3.95652E-07
빛고운,1,3.95652E-07
빛고은,7,2.76956E-06
빛고을,1,3.95652E-07
빛구름,1,3.95652E-07
빛그린,1,3.95652E-07
빛그림,1,3.95652E-07
빛나,1139,0.000450647
빛나달,1,3.95652E-07
빛나라,40,1.58261E-05
빛나래,11,4.35217E-06
빛나례,1,3.95652E-07
빛나리,10,3.95652E-06
빛나린,2,7.91303E-07
빛나무,2,7.91303E-07
빛나에린,1,3.95652E-07
빛나을,1,3.95652E-07
빛날,1,3.95652E-07
빛내리,3,1.18695E-06
빛누리,11,4.35217E-06
빛다,1,3.95652E-07
빛다래,1,3.95652E-07
빛다솔,1,3.95652E-07
빛다솜,2,7.91303E-07
빛다은,2,7.91303E-07
빛다희,1,3.95652E-07
빛담,1,3.95652E-07
빛동산,1,3.95652E-07
빛마리나,1,3.95652E-07
빛마리아,1,3.95652E-07
빛바다,1,3.95652E-07
빛별,3,1.18695E-06
빛보라,1,3.95652E-07
빛사라,1,3.95652E-07
빛사랑,5,1.97826E-06
빛새아,1,3.95652E-07
빛샘,5,1.97826E-06
빛서린,1,3.95652E-07
빛성,1,3.95652E-07
빛세랑,1,3.95652E-07
빛소,2,7.91303E-07
빛소담,1,3.95652E-07
빛소율,1,3.95652E-07
빛솔,15,5.93477E-06
빛솔여울,1,3.95652E-07
빛송,2,7.91303E-07
빛수아,1,3.95652E-07
빛슬아,1,3.95652E-07
빛아람,1,3.95652E-07
빛아름,1,3.95652E-07
빛아채,1,3.95652E-07
빛안,2,7.91303E-07
빛여울,6,2.37391E-06
빛예리,1,3.95652E-07
빛유주,1,3.95652E-07
빛은서,1,3.95652E-07
빛이,2,7.91303E-07
빛이나,3,1.18695E-06
빛이라,1,3.95652E-07
빛주리,2,7.91303E-07
빛채,1,3.95652E-07
빛초롱,6,2.37391E-06
빛터,1,3.95652E-07
빛파,2,7.91303E-07
빛하나,6,2.37391E-06
빛하늘,7,2.76956E-06
빛하은,1,3.95652E-07
빛해솔,1,3.95652E-07
빛환별,1,3.95652E-07
빛환비,1,3.95652E-07
빠뜨리시아,2,7.91303E-07
빠올라,2,7.91303E-07
빠와리사,1,3.95652E-07
빠와리선,1,3.95652E-07
빠완찻,1,3.95652E-07
빠울라,2,7.91303E-07
빠울라지셀,1,3.95652E-07
빠트리샤,1,3.95652E-07
뽀르띨료다나휴,1,3.95652E-07
쁘로숑샤찬양,1,3.95652E-07
쁘리스실라,1,3.95652E-07
쁘리실라,3,1.18695E-06
쁨,10,3.95652E-06
사,2,7.91303E-07
사가,3,1.18695E-06
사강,6,2.37391E-06
사겸,1,3.95652E-07
사계,2,7.91303E-07
사계자,1,3.95652E-07
사공,1,3.95652E-07
사구라,1,3.95652E-07
사귀,3,1.18695E-06
사기,5,1.97826E-06
사나,81,3.20478E-05
사나래,2,7.91303E-07
사나에,1,3.95652E-07
사나타라,1,3.95652E-07
사남,1,3.95652E-07
사누디네자,1,3.95652E-07
사누지행리,1,3.95652E-07
사니,2,7.91303E-07
사니아,1,3.95652E-07
사니야,1,3.95652E-07
사닐라칸,1,3.95652E-07
사님,1,3.95652E-07
사담로즈,1,3.95652E-07
사대자,3,1.18695E-06
사데마이렌,1,3.95652E-07
사동,3,1.18695E-06
사디아,3,1.18695E-06
사라,662,0.000261921
사라그레이스,1,3.95652E-07
사라길녀,1,3.95652E-07
사라김,1,3.95652E-07
사라나딘,1,3.95652E-07
사라나래,1,3.95652E-07
사라노베르토,1,3.95652E-07
사라다슬,1,3.95652E-07
사라다영,1,3.95652E-07
사라단비,1,3.95652E-07
사라로제운혜,1,3.95652E-07
사라매간,1,3.95652E-07
사라미나,1,3.95652E-07
사라민지,1,3.95652E-07
사라사랑,2,7.91303E-07
사라상일,1,3.95652E-07
사라수,1,3.95652E-07
사라수미,1,3.95652E-07
사라수진,1,3.95652E-07
사라시후,1,3.95652E-07
사라앤,2,7.91303E-07
사라얼리스,1,3.95652E-07
사라엘른,1,3.95652E-07
사라엘리자,1,3.95652E-07
사라엠,1,3.95652E-07
사라엠마윤아,1,3.95652E-07
사라영아,1,3.95652E-07
사라예슬,1,3.95652E-07
사라유니스,1,3.95652E-07
사라은네,1,3.95652E-07
사라은지엘리즈,1,3.95652E-07
사라은희,1,3.95652E-07
사라이,2,7.91303E-07
사라이사벨라,1,3.95652E-07
사라재은,1,3.95652E-07
사라주은,1,3.95652E-07
사라지민,1,3.95652E-07
사라지은,1,3.95652E-07
사라진,1,3.95652E-07
사라칸,1,3.95652E-07
사라하은,3,1.18695E-06
사라혜윤,1,3.95652E-07
사라혜진,1,3.95652E-07
사라호프,1,3.95652E-07
사라화티마,1,3.95652E-07
사락,2,7.91303E-07
사란,50,1.97826E-05
사란거,1,3.95652E-07
사랑,8329,0.003295382
사랑겸비,1,3.95652E-07
사랑더함,1,3.95652E-07
사랑레베카,1,3.95652E-07
사랑리나,1,3.95652E-07
사랑벼리,1,3.95652E-07
사랑별,1,3.95652E-07
사랑블라썸,1,3.95652E-07
사랑비,4,1.58261E-06
사랑빛,4,1.58261E-06
사랑샘,1,3.95652E-07
사랑세라,1,3.95652E-07
사랑소피아,2,7.91303E-07
사랑솔,1,3.95652E-07
사랑스러운,1,3.95652E-07
사랑아,2,7.91303E-07
사랑아비겔,1,3.95652E-07
사랑아이보리,1,3.95652E-07
사랑안네,1,3.95652E-07
사랑엘라,1,3.95652E-07
사랑유,1,3.95652E-07
사랑윤서,1,3.95652E-07
사랑이,3,1.18695E-06
사랑이자벨,1,3.95652E-07
사랑제니,1,3.95652E-07
사랑쥴리,1,3.95652E-07
사랑쯔이,1,3.95652E-07
사랑최,1,3.95652E-07
사랑해,2,7.91303E-07
사래,2,7.91303E-07
사량,6,2.37391E-06
사련,1,3.95652E-07
사렴,1,3.95652E-07
사령,2,7.91303E-07
사로은,1,3.95652E-07
사론,15,5.93477E-06
사롤,1,3.95652E-07
사롬,3,1.18695E-06
사르네,1,3.95652E-07
사름,4,1.58261E-06
사름벼리,1,3.95652E-07
사름별,1,3.95652E-07
사릉,2,7.91303E-07
사리,11,4.35217E-06
사리나,2,7.91303E-07
사리아,1,3.95652E-07
사림,7,2.76956E-06
사마,1,3.95652E-07
사마라보미,1,3.95652E-07
사마라이,1,3.95652E-07
사만다,6,2.37391E-06
사만다린,2,7.91303E-07
사만다시온,1,3.95652E-07
사만다아마리스니콜,1,3.95652E-07
사만다지현,1,3.95652E-07
사만타,1,3.95652E-07
사만타김,1,3.95652E-07
사만타애지,1,3.95652E-07
사메라알리아,1,3.95652E-07
사명,1,3.95652E-07
사묘,2,7.91303E-07
사무엘,5,1.97826E-06
사무엘라,1,3.95652E-07
사무엘민성,1,3.95652E-07
사미,10,3.95652E-06
사미나,2,7.91303E-07
사미라,5,1.97826E-06
사미향,1,3.95652E-07
사민,9,3.56086E-06
사바,2,7.91303E-07
사바나,1,3.95652E-07
사바나캐서린,1,3.95652E-07
사반나순이,1,3.95652E-07
사범,1,3.95652E-07
사벨,3,1.18695E-06
사브리나,6,2.37391E-06
사브리나마리바레토,1,3.95652E-07
사브리나마음,1,3.95652E-07
사브리나모모코,1,3.95652E-07
사브리나컴도브레바,1,3.95652E-07
사브리나효린,1,3.95652E-07
사비,8,3.16521E-06
사비나,12,4.74782E-06
사비나현주,1,3.95652E-07
사빈,82,3.24434E-05
사빈리,1,3.95652E-07
사빈세자드,1,3.95652E-07
사빈엠마,1,3.95652E-07
사빈조엘,1,3.95652E-07
사빈지,1,3.95652E-07
사사라,1,3.95652E-07
사샤,4,1.58261E-06
사샤세영,1,3.95652E-07
사샤윤수,1,3.95652E-07
사샤천,1,3.95652E-07
사샤최,1,3.95652E-07
사선,1,3.95652E-07
사설,1,3.95652E-07
사세,2,7.91303E-07
사수,4,1.58261E-06
사수리,1,3.95652E-07
사시가,1,3.95652E-07
사신니말샤,1,3.95652E-07
사신애,1,3.95652E-07
사아,1,3.95652E-07
사앙리,1,3.95652E-07
사애,20,7.91303E-06
사야,80,3.16521E-05
사야가,4,1.58261E-06
사야까,2,7.91303E-07
사야나경,1,3.95652E-07
사야엘라선,1,3.95652E-07
사야카,4,1.58261E-06
사야코,1,3.95652E-07
사야향,2,7.91303E-07
사양,3,1.18695E-06
사언,7,2.76956E-06
사에,7,2.76956E-06
사에카,1,3.95652E-07
사엘,6,2.37391E-06
사연,4,1.58261E-06
사영,37,1.46391E-05
사영향,1,3.95652E-07
사예,6,2.37391E-06
사예봄,1,3.95652E-07
사오리,4,1.58261E-06
사온,2,7.91303E-07
사와,3,1.18695E-06
사용,1,3.95652E-07
사우,6,2.37391E-06
사우리,1,3.95652E-07
